"person_id","income_year2000","income_year2001","income_year2002","income_year2003","income_year2004","income_year2005","income_year2006","income_year2007","income_year2008","income_year2009","income_year2010","gender","occupation_busdriver","occupation_cashier","occupation_nurse"
"243","26.97","29.09","29.54","31.19","33.68","34.54","34.48","36.19","38.1","39.49","40.29","Female","0","1","0"
"244","25.62","25.58","26.42","29.56","29.36","29.72","30.34","32.66","34.72","38.3","38.94","Female","0","1","0"
"245","19.2","18.54","19.85","20.09","20.13","20.03","20.56","21.62","23.85","25.52","25.9","Female","0","1","0"
"246","20.19","20.86","21.47","23.39","24.34","24.38","24.31","26.91","27.57","28.53","28.85","Female","0","1","0"
"247","22.41","23.28","23.38","24.46","25.09","26.42","23.84","22.76","22.24","23.38","25.05","Female","1","0","0"
"248","21.79","22.64","23.26","24.86","27.64","30.14","31.1","33.64","33.94","34.41","35.06","Female","1","0","0"
"249","20.39","22.42","24.72","25.07","26.41","26.47","29.33","28.67","30.54","32.82","33.97","Female","0","1","0"
"250","15.51","16.43","18.95","18.23","19.26","18.88","19.01","19.29","19.6","20.01","19.89","Female","0","1","0"
"251","25.36","26.89","27.53","30.17","32.1","35.13","36.33","38.36","40.32","41","41.17","Female","0","1","0"
"252","14.66","15.85","17.42","17.99","17.54","17.8","18.9","19.55","20.41","21.79","22.61","Female","1","0","0"
"253","27.75","29.64","29.16","30.63","31.98","33.29","33.59","35.84","35.56","36.6","37.17","Female","1","0","0"
"254","25.5","27.35","28.66","29.59","31.18","32.03","33.94","31.84","33.65","35.37","35.06","Female","0","1","0"
"255","36.84","38.54","40.49","42.2","45.1","47.69","50.64","52.72","53.54","55.19","57.46","Female","0","0","1"
"256","13.89","13.84","14.24","15.64","18.53","20.5","20.65","22.58","22.14","22.76","22.98","Female","0","1","0"
"257","24.61","25.91","27.93","28.36","27.55","27.63","29.78","30.84","31.78","33.74","34.71","Female","0","1","0"
"258","30.41","31.85","33.45","34.64","36.79","38.43","41.72","44.55","47.23","49.4","52.46","Female","0","0","1"
"259","23.1","26.64","28.43","30.33","31.39","31.27","31.98","33.69","35.33","37.09","38.65","Female","1","0","0"
"260","18.63","20.58","21.15","22.67","24.5","26.93","28.78","29.24","29.5","30.31","32.19","Female","0","0","1"
"261","37.76","40.36","42.64","44.28","44.5","45.16","47.33","48.93","50.09","51.12","52.2","Female","0","0","1"
"262","32.06","33.52","35.74","37.37","38.51","40.38","39.98","42.96","43.96","45.81","48.37","Female","0","0","1"
"263","22.98","23.35","26.72","26.3","27.03","27.82","29.95","29.06","31.17","32.57","33.73","Female","0","1","0"
"264","22.65","24.74","26.58","28.16","30.31","31.77","32.12","32.52","33.97","35.82","38.43","Female","0","0","1"
"265","29.75","30.61","33.33","36.17","36.67","39.26","40.43","40.91","42.65","45.16","46.67","Female","0","0","1"
"266","29.85","32.28","33.44","35.81","37.51","39.31","40.18","42.99","44.46","46.69","47.76","Female","0","0","1"
"267","19.54","21.65","22.29","23.81","24.46","25.8","27.83","29.66","29.71","29.18","29.75","Female","1","0","0"
"268","11.78","13.83","13.93","14.91","16.88","20.34","20.41","21.17","22.3","23.87","24.75","Female","0","1","0"
"269","21.1","22.03","24.29","25.09","25.63","25.53","26.96","27.05","28.39","30.61","30.68","Female","0","1","0"
"270","13.76","15.78","16.93","17.16","18.6","19.92","23.12","23.69","25.4","25.86","27.22","Female","0","1","0"
"271","20.39","24.02","25.35","27.24","28.95","29.36","30.72","32.23","34.53","36.75","37.46","Female","0","1","0"
"272","16.68","17.62","19.03","20.09","20.72","22.7","24.36","26.46","28.2","29.54","31.98","Female","0","1","0"
"273","18.13","20.7","21.76","23.73","24.49","26.11","27.22","27.69","30.48","31.77","32.32","Female","0","1","0"
"274","17.02","18.17","20.12","19.13","20.69","21.54","21.91","22.56","23.92","25.6","26.14","Female","0","1","0"
"275","16.82","18.24","19.17","18.8","18.8","19.86","21.88","21.14","21.63","24.39","25.39","Female","0","1","0"
"276","23.11","25.34","25.63","27.7","29.1","31.32","32.36","34.31","36.61","38.41","39.58","Female","0","0","1"
"277","17.36","17.79","19.08","22.17","24.93","26.7","28.75","31.07","32.14","34.79","38.98","Female","0","1","0"
"278","21.26","22.71","24.27","26.26","29.27","30.86","32.32","34.37","35.64","39.28","40.63","Female","0","0","1"
"279","21.87","22.07","23.41","25.02","26.18","27.18","28.53","31.03","31.97","33.78","37.38","Female","0","0","1"
"280","24.02","25.09","25.5","25.8","27.45","28.57","29.73","32.72","32.5","35.42","35.99","Female","0","1","0"
"281","11.94","12.74","14.34","16.84","16.02","18.36","21.18","21.2","22.54","22.85","25.82","Female","0","1","0"
"282","28.38","30.65","32.62","34.45","35.89","38.8","39.57","43.93","45.88","47.36","50.31","Female","0","0","1"
"283","26.53","26.93","28.91","30.72","32.18","34","35.25","35.25","37.75","39.3","41.97","Female","0","1","0"
"284","29.94","31.73","34.47","36.16","38.08","40.63","42.4","43.89","46.01","49.43","50.06","Female","0","0","1"
"285","12.54","13.56","15.85","16.45","17.34","19.32","21.04","23.1","23.62","25.19","26.76","Female","0","1","0"
"286","34.69","36.13","36.82","38.8","40.73","44.9","45.58","47.26","50.16","50.81","52.44","Female","0","0","1"
"287","21.28","22.92","23.28","23.96","23.49","26.22","26.86","26.97","28.47","30.68","31.05","Female","0","1","0"
"288","30.35","31.94","33.15","33.25","34.73","36.45","37.89","38.67","39.57","42.37","46.13","Female","0","0","1"
"289","12.14","12.55","14.05","15.23","16.63","19.04","20.15","21.58","22.51","21.42","22.14","Female","0","1","0"
"290","26.24","28.64","29.75","32.88","32.28","31.65","31.28","34.13","34.98","35.12","38.07","Female","0","0","1"
"291","15.44","18.13","19.91","21.56","22.2","22.62","22.18","25.33","26.29","26.26","29.96","Female","0","1","0"
"292","15.59","17.06","18.36","19.94","21.81","21.88","24.02","26.49","28.56","29.7","31.23","Female","0","1","0"
"293","21.51","22.57","22.33","24.7","24.62","27.33","30.21","32.03","34.38","35.86","37.31","Female","0","1","0"
"294","30.89","33.59","35.9","37.28","39.13","39.2","40.4","43.82","46.99","49.6","49.98","Female","0","0","1"
"295","31.88","34.02","34.8","35.01","38.56","40.2","41.13","43.52","46.43","48.62","50.05","Female","0","0","1"
"296","12.37","12.37","13.71","14.14","16.8","17.77","20.12","21.17","21.71","21.7","22.72","Female","0","1","0"
"297","26.77","28.2","28.99","30.46","31.85","33.52","35.73","37.51","37.48","38.8","39.83","Female","1","0","0"
"298","23.61","25.54","26.33","26.05","26.04","25.32","25.06","25.44","28.13","29.63","29.66","Female","0","1","0"
"299","32.31","33.51","36.38","37.21","37.6","38.68","39.17","41.13","40.62","42.55","43.58","Female","1","0","0"
"300","25.25","26.97","27.28","29.06","29.79","31.68","33.87","36.24","39.17","42.29","43.11","Female","0","0","1"
"301","17.1","19.18","21.8","23.13","25.19","25.23","26.31","29.05","30.35","31.58","33.36","Female","0","1","0"
"302","21.63","23.16","23.61","23.49","25.45","26.26","28.06","30.95","33.82","34.82","34.78","Female","0","1","0"
"303","24.98","27.19","29.06","29.9","31.53","31.62","31.8","32.99","34.32","36.44","38.58","Female","0","0","1"
"304","19.18","20.9","22.43","22.49","23.35","24.1","25.41","25.88","27.83","29.17","30.2","Female","0","1","0"
"305","29.24","29.83","33.03","34.89","35.8","37.08","37.72","39.79","40.45","40.46","41.92","Female","0","0","1"
"306","27.49","27.81","29.36","29.74","30.54","32.5","33.8","36.15","39.69","41.56","44.23","Female","0","0","1"
"307","12.24","11.7","11.59","12.48","14.52","16.07","17.82","19.82","20.6","20.5","20.81","Female","0","1","0"
"308","25.84","26.8","27","27.72","28.57","30.59","31.27","32.65","35.01","37.22","38.6","Female","0","1","0"
"309","16.91","16.57","17.9","18.8","20.52","21.16","23.54","22.51","24.6","24.72","26.17","Female","0","1","0"
"310","15.13","18.39","21.46","22.36","23.34","24.24","25.27","24.82","25.74","27.09","28.47","Female","0","1","0"
"311","25.57","26.08","27.56","29.63","31.1","31.2","32.45","33.95","36.07","39.19","41.26","Female","0","0","1"
"312","18.98","18.86","18.64","20.63","21.63","21.57","23.1","26.68","27.74","28.84","30.2","Female","0","1","0"
"313","4.54","7.02","6.58","7.96","10.53","12.64","14.02","16.07","17.27","17.42","18.72","Female","0","1","0"
"314","14.01","15.04","16.42","18.45","19.03","19.57","18.58","20.53","22.53","25.29","25.06","Female","0","1","0"
"315","21.19","22.27","22.97","23.58","24.63","27.36","26.58","27.31","28.74","29.56","31.3","Female","0","1","0"
"316","33.07","36.81","37.38","38.38","39.72","40.83","42.17","43.42","45.23","47.07","48.55","Female","1","0","0"
"317","21.14","23.46","24.54","26.06","26.76","27.9","29","29.13","29.56","29.96","31.21","Female","0","0","1"
"318","22.91","23.77","27.12","28.26","28.9","28.11","30.9","32.06","32.54","33.68","35.09","Female","1","0","0"
"319","28.36","30.03","30.46","32.06","33.59","35.4","37.82","38.6","42.44","43.05","43.4","Female","0","0","1"
"320","21.55","22.41","25.03","24.85","25.6","26.54","27.19","30.47","32.2","33.69","36.18","Female","0","1","0"
"321","21.92","21.37","22.98","23.11","23.14","24.39","25.9","27.78","29.1","30.68","31.93","Female","1","0","0"
"322","17.98","20.43","21","23.22","24.4","25.09","25.91","28.6","31.13","32.98","33.11","Female","1","0","0"
"323","18.16","18.66","19.12","20.78","21.05","22.46","23.32","25.26","27.16","27.37","30.11","Female","0","1","0"
"324","30.31","31.34","34.76","36.76","40.37","42.59","44.51","45.44","47.23","48.11","51.28","Female","0","0","1"
"325","23.35","26.19","29.24","29.79","32.35","34.86","36.89","38.56","40.48","42.52","43.69","Female","0","0","1"
"326","23.5","24.4","24.94","23.94","24.55","25.15","26.51","27.84","30.17","31.16","32.5","Female","1","0","0"
"327","27.6","29.21","31.56","32.3","34.68","36.6","38.24","39.67","41.88","44.15","46.23","Female","0","0","1"
"328","33.6","36.33","39.54","40.81","42.38","44.25","47.99","48.62","51.38","52.78","55.44","Female","0","0","1"
"329","18.67","20.45","21.47","21.47","24.67","26.99","29.96","29.65","31.58","33.07","34.59","Female","0","1","0"
"330","19.35","21.45","21.85","24.27","26.89","28.12","30.33","30.54","32.55","33.51","34.85","Female","0","1","0"
"331","29.55","31.95","32.07","33.87","35.44","35.48","35.94","36.93","36.98","39.13","41.79","Female","1","0","0"
"332","20.55","21.31","22.08","23.01","23.94","25.27","27.69","29.41","30.86","32.19","34.06","Female","0","1","0"
"333","18.05","18.05","17.95","20.31","21.84","21.87","20.8","22.07","22.97","25.44","26.87","Female","0","1","0"
"334","21.3","23.99","23.89","25.09","28.15","29.65","31.12","34.1","37.36","37.94","40.04","Female","0","1","0"
"335","16.85","16.76","18.79","19.3","20.63","21.83","22.44","24.16","26.88","29.72","32.36","Female","0","1","0"
"336","26.59","28.86","30.78","33.08","35.85","36.04","37.84","39.86","39.1","41.06","43.2","Female","0","0","1"
"337","24.56","25.47","25.89","26.74","27.31","28.55","31.58","33.04","35.05","37.74","40.71","Female","0","0","1"
"338","23.71","22.86","24.89","25.42","26.3","27.85","29.05","31.1","33.18","33.13","33.99","Female","0","1","0"
"339","20.38","22.58","24.19","26","27.25","28.13","29.9","32.03","34.13","38.23","40.15","Female","0","1","0"
"340","21.88","22.61","23.87","26.71","28.34","29.65","30.67","32.6","32.61","34.16","37.35","Female","0","1","0"
"341","29.9","30.9","32.38","35.25","37.07","38.46","40.02","40.48","42.53","44.09","44.96","Female","0","0","1"
"342","22.75","24.51","25.59","27.03","27.36","27.73","29.33","31.14","32.5","33.93","35.01","Female","0","0","1"
"343","16.1","15.71","16.99","18.45","20.1","22.03","23.91","24.7","25.8","27.39","29.54","Female","0","1","0"
"344","34.39","35.24","39.89","41.92","44.7","47.19","49.14","52.97","55.26","58.85","60.17","Female","0","0","1"
"345","29.31","30.99","32.86","35.3","36.79","38.61","41.42","43.43","45.82","48.46","52.17","Female","0","0","1"
"346","15.8","16.73","16.02","17.54","19.72","21.27","23.64","26.03","27.88","29.71","31.37","Female","1","0","0"
"347","11.8","12.77","14.17","14.29","14.15","13.45","13.19","15.08","15.55","17.35","17.09","Female","0","1","0"
"348","32.23","32.8","34.24","35.15","37.72","39.53","39.71","41.85","43.5","46.83","48.31","Female","0","0","1"
"349","28.38","29.27","31.09","32.38","33.85","34.55","36.63","37.75","39.55","39.58","38.27","Female","1","0","0"
"350","17.87","19.29","20.71","21.5","24.84","25.17","26.05","27.65","29.46","29.64","31.99","Female","0","1","0"
"351","21.4","21.35","22.11","21.26","21.27","24.23","26.29","27.36","29.71","32.75","34.61","Female","0","0","1"
"352","22.04","22.59","24.68","26.39","25.87","27.49","28.93","29.34","28.92","29.14","30.87","Female","1","0","0"
"353","19.64","20.69","23.35","23.43","26.32","28.5","28.62","32.16","34.41","35.44","37.46","Female","0","0","1"
"354","7.47","9.11","10.62","10.51","11.37","11.6","11.46","13.12","15.25","16.05","18.54","Female","0","1","0"
"355","19.5","21.25","21.29","22.61","24.38","26.74","28.58","29.4","33.31","35.48","35.53","Female","0","1","0"
"356","34.23","36.72","39.89","41.09","41.98","44.21","48.02","49.48","49.66","49.52","49.53","Female","0","0","1"
"357","22.92","24.73","24.72","23.56","22.89","21.7","23.82","25.92","25.49","27.61","29.99","Female","1","0","0"
"358","29.23","31.01","33.01","35.1","39.09","41.61","43.89","45.75","47.59","49.43","51.32","Female","0","0","1"
"359","16.35","16.68","18.62","19.67","20.67","22.46","22.61","24.62","25.93","28.01","29.1","Female","0","1","0"
"360","15.86","17.61","18.22","19.19","20.75","21.31","22.91","21.74","23.32","24.82","25.93","Female","0","1","0"
"361","20.45","20.36","19.9","21.35","24.04","25.29","28.56","30.38","32.22","34.15","35.6","Female","1","0","0"
"362","29.32","30.34","29.81","33.57","35.21","34.2","34.85","35.98","35.91","36.84","36.26","Female","1","0","0"
"363","20.77","23.83","26.78","27.76","28","29.24","32.38","33.64","35.51","38.16","39.29","Female","0","0","1"
"364","19.85","22","23.69","24.67","26.59","28.68","30.23","31.44","32.74","33.49","33.48","Female","0","1","0"
"365","20.94","19.93","21.41","21.5","22.77","22.21","24.71","25.71","25.95","26.39","28.6","Female","1","0","0"
"366","23.15","25.67","28.14","29.55","31.83","32.9","34.79","35.65","34.5","35.67","36.96","Female","0","0","1"
"367","15.6","16.55","18.19","18.64","18.95","21.23","23.42","23.21","25.04","26.76","27.99","Female","0","1","0"
"368","21.77","21.1","23.04","24.61","26.73","29.81","32.12","33.91","37.8","38.08","39.96","Female","0","0","1"
"369","28.36","28.9","31.56","34.09","36.01","36.76","40.13","41.79","43.92","44.72","46.74","Female","0","0","1"
"370","14.55","15.72","17.27","18.28","20.19","21.16","22.28","22.47","24.39","25.91","25.96","Female","0","1","0"
"371","19.27","20.31","22.48","22.58","24.65","25.63","27.05","27.02","29.21","30.71","33.01","Female","0","1","0"
"372","27.56","27.29","29.66","30.86","31.71","32.34","33.02","34.6","35.7","37.05","39.15","Female","0","1","0"
"373","19.79","22.39","25.17","26.91","26.5","25.01","25.45","26.67","29.06","29.87","31.93","Female","0","1","0"
"374","25.76","28.37","28.85","31.12","33.32","35.18","38.15","40.04","40.53","40.84","40.05","Female","0","1","0"
"375","23.84","25.43","28.06","27.97","30.43","32.18","33.56","35.37","39.82","40.11","42.28","Female","0","0","1"
"376","25.88","27.02","28.46","29.93","31.11","30.25","32.54","33.27","35.51","37.74","38.4","Female","0","0","1"
"377","21.43","21.63","22.42","23.08","23.24","23.41","25.48","28.36","28.51","29.98","31.35","Female","0","1","0"
"378","21.55","22.9","25.99","28.2","28.98","30.06","33.46","34.94","37.71","39.03","40.98","Female","0","0","1"
"379","12.16","12.68","14.23","16.17","16.13","17.91","21.14","22.47","24.68","25.08","25.84","Female","0","1","0"
"380","18.68","19.48","19.07","20.59","22.18","25.61","27.83","28.99","29.69","31.54","32.66","Female","0","1","0"
"381","21.02","21.48","22.44","25.19","23.85","25.06","26.4","27.35","28.42","29.01","29.04","Female","0","1","0"
"382","21","21.43","23.63","24.49","25.41","25.7","26.83","27.08","29.79","30.37","31.98","Female","0","1","0"
"383","21.88","21.54","23.72","24.31","24.31","26.54","26.98","28.17","30.72","30.84","33.5","Female","0","1","0"
"384","33.06","35.66","39.02","40.53","41.32","42.66","44.33","44.82","47.07","50.57","51.4","Female","0","0","1"
"385","19.65","18.02","19.39","21.46","24.72","24.88","26.99","29.12","30.25","30.65","31.13","Female","0","1","0"
"386","18.58","19.56","21.35","22.87","23.9","26.38","26.82","30.25","32.23","36.29","38.45","Female","0","0","1"
"387","20.06","21.07","20.28","21.16","23.42","23.72","24.39","26.99","29.93","29.61","30.94","Female","0","1","0"
"388","15.23","15.61","16.82","18.41","20.52","21.36","21.69","23.24","25.82","27.67","28.02","Female","0","1","0"
"389","24.92","26.58","27.48","27.98","29.54","34.24","36.98","38.88","39","41.01","40.62","Female","0","1","0"
"390","28.41","29.31","32.41","34.14","34.55","34.46","34.24","34.7","37.5","39.2","42.5","Female","0","0","1"
"391","24.49","25.07","25.62","24.39","26.68","27.16","28.47","29.54","30.83","31.44","33.49","Female","0","1","0"
"392","23.91","24","24.13","24.43","25.8","25.83","27.68","29.05","30.17","33.18","34.9","Female","0","1","0"
"393","31.78","32.91","35.73","37.3","37.54","37.93","39.91","43.28","45.36","46.9","49.14","Female","0","0","1"
"394","36.45","37.38","40.2","42.89","44.31","46.9","50.06","51.87","53.6","56.87","57.09","Female","0","0","1"
"395","26.78","28.21","29.66","28.89","29.09","29.15","30.31","31.57","31.95","32.14","32.21","Female","1","0","0"
"396","28.22","30.62","33.75","34.22","34.57","33.7","35.16","36.42","37.8","39.97","42.47","Female","0","0","1"
"397","26.02","27.59","29.68","31.25","33.91","34.02","35.42","38.57","40.49","42.85","44.13","Female","0","1","0"
"398","22.92","25.72","27.15","28.27","28.5","30.08","31.43","32.84","32.34","32.26","32.75","Female","0","1","0"
"399","19.24","21.36","21.9","22.12","23.83","25.86","25.38","27.52","30.23","30.14","31.29","Female","0","1","0"
"400","32.03","32.33","33.31","34.71","37.3","37.71","40.31","40.78","40.15","41.08","43.07","Female","1","0","0"
"401","29.06","31.21","36.74","38.08","39.21","38.78","40.26","41.6","43.83","45.45","46.33","Female","0","0","1"
"402","28.06","27.13","29.2","31.58","33.39","35.19","36.63","37.7","39.14","39.69","41.1","Female","1","0","0"
"403","13.47","15.88","14.66","15.1","16.29","17.37","17.05","18.64","20.93","21.36","22.77","Female","0","1","0"
"404","18.41","18.2","19.55","21.47","23.03","24.69","26.92","28.56","29.7","32.02","33.66","Female","0","1","0"
"405","36.59","36.9","37.12","38.36","40.97","41.98","42.36","43.38","44.16","46.47","49.17","Female","1","0","0"
"406","27.81","28.09","31.04","33.52","36.45","36.91","38.15","40.32","43.91","44.84","47.62","Female","0","0","1"
"407","34.42","36.24","38.96","42.07","43.34","45.72","49.15","51.01","53.89","56.1","58.07","Female","0","0","1"
"408","22.06","23.54","26.53","29.72","29.9","31.81","33.11","34.54","35.4","36.58","36.91","Female","0","0","1"
"409","14.99","16.15","18.41","19.02","19.9","20.47","22.43","22.32","23.68","23.27","25.72","Female","0","1","0"
"410","25.73","26.07","27.14","29.01","30.22","33.11","35.84","36.98","37.08","37.56","39.31","Female","0","1","0"
"411","15.38","15.42","16.47","18.01","19.51","22.08","23.49","24.82","25.93","26.16","26.83","Female","0","1","0"
"412","23.38","26.1","26.55","26.2","28.76","30.12","31.28","32.28","32.88","33.14","32.97","Female","0","1","0"
"413","31.86","34.29","36.81","38.03","38.11","41.88","42.15","44.46","46.92","48.82","50.33","Female","0","0","1"
"414","16.66","15.04","14.93","16.42","17.63","19.82","19.49","19.9","18.81","21.01","23.8","Female","0","1","0"
"415","22.78","25.34","26.81","29.26","31.2","32.5","35.51","38.98","42.35","42.96","44.87","Female","0","0","1"
"416","24.86","25.61","26.61","27.55","30.32","32","32.24","35.24","36.31","36.33","37.22","Female","0","1","0"
"417","18.53","21.35","21.1","20.68","21.84","22.11","24.49","24.61","27.69","30.75","31.62","Female","0","1","0"
"418","33.82","34.28","36.69","39.71","41.55","42.75","45.51","46.98","48.74","51","52.96","Female","0","0","1"
"419","22.63","23.36","24.16","24.23","25.9","26.5","28.68","29.78","32.89","35.83","36.7","Female","0","0","1"
"420","32.28","33.22","34.11","35.79","36.3","37.19","38.06","37.47","39.72","40.12","40.07","Female","1","0","0"
"421","34.54","36.63","40.06","42.83","43.37","43.97","46.35","47.56","49.79","51.41","54.07","Female","0","0","1"
"422","19.6","20.82","23.17","24.32","26.31","27.77","30.66","33.02","34.53","36.53","40.37","Female","0","0","1"
"423","29.54","33.12","35.17","36.63","38.73","41.2","41.19","43.61","45.15","47.78","48.9","Female","0","0","1"
"424","32.76","33.89","37.1","39.17","42.79","46.22","48.09","49.61","49.85","50.66","52.96","Female","0","0","1"
"425","20.25","21.36","21.71","23.53","24.04","27.06","29.06","30.53","32.2","32.52","33.45","Female","0","1","0"
"426","30.76","33.68","34.52","35.07","36.51","38.63","41.36","42.3","45.58","46.39","49.46","Female","0","0","1"
"427","29.6","32.11","34.38","36.57","39.55","40.94","44.02","46.76","49.44","52.39","53.11","Female","0","0","1"
"428","17.17","17.45","18.19","18.93","20.1","22.1","22.95","24.54","23.93","25.33","26.82","Female","0","1","0"
"429","24.27","26.19","29.1","28.09","28.5","27.96","28.94","30.62","31.54","32.97","33.79","Female","0","1","0"
"430","28.79","30.23","31.56","34.35","35.1","36.88","39.85","41.75","43.36","44.69","46.5","Female","0","0","1"
"431","24.43","25.1","25.77","27.22","28.54","29.78","31.25","33.07","35.43","38.14","39.14","Female","0","0","1"
"432","28.2","29.35","31.38","31.55","32.49","33.55","36.05","34.57","36.56","35.68","37.51","Female","0","1","0"
"433","20.2","20.8","21.73","22.57","23.62","24.79","25.55","27.19","29.2","29.32","31.93","Female","0","1","0"
"434","32.6","34.32","35.17","36.53","39.92","41.31","43.17","44.97","48.04","51.23","52.15","Female","0","0","1"
"435","19.25","19.41","20.03","20.28","22.34","22.99","23.98","25.04","24.89","25.99","26.77","Female","0","1","0"
"436","22.13","24.03","25.37","24.45","26.9","29.42","32.63","33.07","33.85","35.43","37.24","Female","0","1","0"
"437","22.71","25.34","26.93","27.41","29.64","31.4","34.79","34.37","35.7","36.26","37.71","Female","0","1","0"
"438","20.86","21.4","22.37","24.36","25.48","25.91","24.67","28.85","29.14","31.12","33.68","Female","0","1","0"
"439","29.09","28.95","27.71","28.61","28.76","29.1","30.2","31.84","33.27","34.7","35.7","Female","1","0","0"
"440","20.17","20.69","22.85","23.99","24.22","24.46","23.55","24.43","27.24","27.86","28.51","Female","1","0","0"
"441","16.17","18.19","16.69","16.65","17.58","18.68","20.16","23.05","23.84","23.9","25.89","Female","0","1","0"
"442","32.96","35.93","35.03","39.38","43.52","45.98","47.02","47.18","48.35","52.01","53.46","Female","0","0","1"
"443","26.05","26.84","28.25","30.61","31.68","32.33","34.9","35.97","37.72","39.29","39.87","Female","0","0","1"
"444","22.17","24.73","26.72","28.79","30.33","33.36","34.16","35.64","39.44","41.21","41.92","Female","0","0","1"
"445","24.67","25.11","25.74","25.19","25.72","26.83","28.66","29.2","30.3","31.31","34.54","Female","0","1","0"
"446","34.78","37.89","38.73","39.54","41.22","42.67","46.42","47.73","49.96","51.26","50.88","Female","0","0","1"
"447","31.96","32.74","35.25","37.64","39.8","41.76","44.32","45.02","46.44","48.19","50.71","Female","0","0","1"
"448","24.95","25.36","27.56","29.08","30.86","32.72","34.01","36.72","38.12","40.91","42.87","Female","0","1","0"
"449","16.27","17.43","18.92","19.38","20.91","22.73","22.29","23.54","27.34","31.76","33.88","Female","0","1","0"
"450","24.08","24.58","26.12","28.25","30.65","31.82","33.33","34.04","34.89","36.44","36.42","Female","0","0","1"
"451","23.96","25.49","24.25","25.51","27.93","31.24","32.52","32.08","32.94","34.34","35.35","Female","0","1","0"
"452","34.27","36.76","37.69","40.57","41.86","45.04","46.59","48.55","47.83","49.25","51.9","Female","0","0","1"
"453","16.81","17.62","19.9","21.98","24.33","25.3","27.63","30.14","29.17","29.63","30.88","Female","1","0","0"
"454","11.72","14.03","16.37","18.52","19.63","21.84","23.37","24.95","24.41","25.6","26.74","Female","0","1","0"
"455","19.23","20.15","21.87","20.68","20.65","21.93","22.33","23.05","22.88","23.7","25.26","Female","1","0","0"
"456","31.36","33.81","35.75","36.35","37.78","39.87","39.65","39.89","41.81","45.18","46.3","Female","0","0","1"
"457","8.61","11.37","12.2","14.64","15.2","14.16","14.72","15.17","17.85","19.82","21.37","Female","0","1","0"
"458","30.57","30.53","31.08","32.63","34.76","35.27","37.8","39.27","41.5","42.5","44.08","Female","0","0","1"
"459","10.73","10.78","11.11","12.53","15.1","16.23","19","20.44","21.17","21","22.64","Female","0","1","0"
"460","23.83","27.3","29.36","29.89","32.45","32.2","35.16","35.48","36.42","37.67","38.9","Female","0","1","0"
"461","24.66","25.44","27.67","31.07","33.07","32.58","34.52","35.88","37.01","39.13","40.41","Female","0","0","1"
"462","20.54","22.85","25.89","27.5","28.89","30.15","33.24","33.05","34.39","36.22","37.07","Female","0","1","0"
"463","32.06","33.32","37.61","40.24","40.53","44.78","46.81","48.36","50.71","52.08","54.92","Female","0","0","1"
"464","18.58","18.86","19.45","20.99","21.46","25.1","28.21","27.73","29.86","31.74","33.87","Female","0","1","0"
"465","12.93","12.79","14.71","17.22","19.79","21.93","23.26","25.14","25.07","26.43","27.73","Female","0","1","0"
"466","25.34","24.98","25.31","28.74","29.79","31.31","33.54","35.57","36.37","38.19","38.47","Female","0","1","0"
"467","21.85","24.99","26.37","27.65","29.8","31.08","32.8","35.3","35.86","37.46","37.76","Female","0","0","1"
"468","33.86","35.39","37.28","38","38.8","39.57","42.26","45.95","48.43","50.57","52.51","Female","0","0","1"
"469","20.25","21.24","23.44","25.17","27.82","29.19","31.44","32.7","34.29","35.54","37.72","Female","0","0","1"
"470","30.44","32.6","34.32","36.4","38.92","40.82","40.92","41.67","43.81","44.53","47.08","Female","0","0","1"
"471","26.01","26.35","28.98","30.16","32.41","34.71","33.48","33.4","34.46","36.93","37.54","Female","0","1","0"
"472","26.51","28.13","29.86","30.19","30.41","31.16","33.47","33.13","35.67","37.09","39.56","Female","0","0","1"
"473","22.21","24.04","24.19","25.86","24.9","25.4","26.94","27.01","27.58","27.36","28.42","Female","0","1","0"
"474","20.7","22.69","23.4","23.66","25.43","25.2","26.53","27.48","26.33","27.42","29.33","Female","1","0","0"
"475","21.8","23.08","23.55","23.87","25.31","26.75","28.66","28.85","30.53","32.03","33.9","Female","0","0","1"
"476","23.37","24.2","25.22","26.72","27.98","28.75","28.49","32.01","32.53","33.9","36.35","Female","0","1","0"
"477","16.25","15.53","15.94","17.04","17.34","21.06","20.87","20.24","21.36","22.94","23.68","Female","0","1","0"
"478","26.58","28.36","29.51","29.46","29.89","31.41","32.55","34.69","35.6","36.66","38.71","Female","0","1","0"
"479","17.74","17.74","19.78","20.27","21.18","24.06","25.81","26.93","27.75","31.27","32.16","Female","0","1","0"
"480","18.75","20","22.23","21.96","22.97","23.72","25.1","27.12","26.93","28.46","29.76","Female","0","1","0"
"481","19.89","20.52","22.79","23.83","24.24","24.08","25.54","26.43","26.14","27.1","27.84","Female","1","0","0"
"482","17.38","18.32","17.92","17.27","18.72","17.95","17.54","16.68","18.25","21.09","21.87","Female","0","1","0"
"483","18.4","20.14","22.16","22.14","23.51","24.6","26.53","28.22","30.3","31.61","31.92","Female","0","1","0"
"484","30","33.2","35.76","37.64","40.47","43.24","42.72","44.77","45.07","46.04","47.59","Female","0","0","1"
"485","9.17","10.39","11.68","10.84","11.69","14.01","15.02","16.73","17.05","17.51","18.72","Female","0","1","0"
"486","17.17","18.97","19.98","21.17","21.12","22.01","24.25","25.38","26.9","28.76","29.63","Female","0","1","0"
